id,title,description,category,tags,address,city,state,zip,phone,email,website,hours,audience,services,image_url,latitude,longitude,is_featured,is_approved,created_at,updated_at,user_id,click_count,schedule,action_urls,rating,review_count
135,Seattle Vision Care Center,"Comprehensive vision care services and support for the Seattle community. We provide guidance, resources, and direct assistance to those in need.",Vision Care,"family,senior,veteran,student,adult,child,youth,individual,vision,eye care,glasses",120 Community Way,Seattle,WA,98001,206-555-0123,,https://kingcounty.gov,,,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-06 03:41:36.445643,2026-03-06 03:41:36.445643,,185,,[],3.7,214.0
136,Tacoma Prescription Assistance Center,"Comprehensive prescription assistance services and support for the Tacoma community. We provide guidance, resources, and direct assistance to those in need.",Prescription Assistance,"family,senior,veteran,student,adult,child,youth,individual",121 Community Way,Tacoma,WA,98001,206-555-0123,,https://www.tacomarescuemission.org,,,,https://logo.clearbit.com/tacomarescuemission.org,,,False,True,2026-03-06 03:41:36.469827,2026-03-06 03:41:36.469827,,111,,[],4.1,64.0
137,Spokane Unemployment Benefits Center,"Comprehensive unemployment benefits services and support for the Spokane community. We provide guidance, resources, and direct assistance to those in need.",Unemployment Benefits,"family,senior,veteran,student,adult,child,youth,individual,job,employment,work,career,training,resume",122 Community Way,Spokane,WA,98001,206-555-0123,,https://esd.wa.gov,,,,https://logo.clearbit.com/esd.wa.gov,,,False,True,2026-03-06 03:41:36.493612,2026-03-06 03:41:36.493612,,211,,[],4.0,174.0
138,Bellevue Resume Help Center,"Comprehensive resume help services and support for the Bellevue community. We provide guidance, resources, and direct assistance to those in need.",Resume Help,"family,senior,veteran,student,adult,child,youth,individual",123 Community Way,Bellevue,WA,98001,206-555-0123,,https://worksourceskc.org,,,,https://logo.clearbit.com/worksourceskc.org,,,False,True,2026-03-06 03:41:36.51354,2026-03-06 03:41:36.51354,,228,,[],4.3,22.0
139,Everett Career Counseling Center,"Comprehensive career counseling services and support for the Everett community. We provide guidance, resources, and direct assistance to those in need.",Career Counseling,"family,senior,veteran,student,adult,child,youth,individual",124 Community Way,Everett,WA,98001,206-555-0123,,https://worksourcewa.gov,,,,https://logo.clearbit.com/worksourcewa.gov,,,False,True,2026-03-06 03:41:36.541285,2026-03-06 03:41:36.541285,,128,,[],4.2,256.0
140,Kent Vocational Rehabilitation Center,"Comprehensive vocational rehabilitation services and support for the Kent community. We provide guidance, resources, and direct assistance to those in need.",Vocational Rehabilitation,"family,senior,veteran,student,adult,child,youth,individual",125 Community Way,Kent,WA,98001,206-555-0123,,https://www.dshs.wa.gov,,,,https://logo.clearbit.com/dshs.wa.gov,,,False,True,2026-03-06 03:41:36.565329,2026-03-06 03:41:36.565329,,91,,[],4.0,92.0
141,Renton Apprenticeships Center,"Comprehensive apprenticeships services and support for the Renton community. We provide guidance, resources, and direct assistance to those in need.",Apprenticeships,"family,senior,veteran,student,adult,child,youth,individual",126 Community Way,Renton,WA,98001,206-555-0123,,https://lni.wa.gov,,,,https://logo.clearbit.com/lni.wa.gov,,,False,True,2026-03-06 03:41:36.58709,2026-03-06 03:41:36.58709,,200,,[],3.8,154.0
142,Vancouver Schools & Enrollment Center,"Comprehensive schools & enrollment services and support for the Vancouver community. We provide guidance, resources, and direct assistance to those in need.",Schools & Enrollment,"family,senior,veteran,student,adult,child,youth,individual",127 Community Way,Vancouver,WA,98001,206-555-0123,,https://www.vansd.org,,,,https://logo.clearbit.com/vansd.org,,,False,True,2026-03-06 03:41:36.613877,2026-03-06 03:41:36.613877,,246,,[],3.9,171.0
143,Olympia Higher Education Center,"Comprehensive higher education services and support for the Olympia community. We provide guidance, resources, and direct assistance to those in need.",Higher Education,"family,senior,veteran,student,adult,child,youth,individual,education,school,learning,tutoring,ged,college",128 Community Way,Olympia,WA,98001,206-555-0123,,https://www.spscc.edu,,,,https://logo.clearbit.com/spscc.edu,,,False,True,2026-03-06 03:41:36.637552,2026-03-06 03:41:36.637552,,236,,[],3.8,173.0
144,Bellingham GED/Adult Education Center,"Comprehensive ged/adult education services and support for the Bellingham community. We provide guidance, resources, and direct assistance to those in need.",GED/Adult Education,"family,senior,veteran,student,adult,child,youth,individual,education,school,learning,tutoring,ged,college",129 Community Way,Bellingham,WA,98001,206-555-0123,,https://www.whatcom.edu,,,,https://logo.clearbit.com/whatcom.edu,,,False,True,2026-03-06 03:41:36.658479,2026-03-06 03:41:36.658479,,193,,[],4.5,79.0
145,Seattle Special Education Center,"Comprehensive special education services and support for the Seattle community. We provide guidance, resources, and direct assistance to those in need.",Special Education,"family,senior,veteran,student,adult,child,youth,individual,education,school,learning,tutoring,ged,college",130 Community Way,Seattle,WA,98001,206-555-0123,,https://www.seattleschools.org,,,,https://logo.clearbit.com/seattleschools.org,,,False,True,2026-03-06 03:41:36.677785,2026-03-06 03:41:36.677785,,65,,[],3.5,72.0
146,Tacoma Financial Aid Center,"Comprehensive financial aid services and support for the Tacoma community. We provide guidance, resources, and direct assistance to those in need.",Financial Aid,"family,senior,veteran,student,adult,child,youth,individual,financial,money,bills,debt,credit,emergency funds",131 Community Way,Tacoma,WA,98001,206-555-0123,,https://www.tacomacc.edu,,,,https://logo.clearbit.com/tacomacc.edu,,,False,True,2026-03-06 03:41:36.706275,2026-03-06 03:41:36.706275,,200,,[],4.4,77.0
147,Spokane ESL Classes Center,"Comprehensive esl classes services and support for the Spokane community. We provide guidance, resources, and direct assistance to those in need.",ESL Classes,"family,senior,veteran,student,adult,child,youth,individual",132 Community Way,Spokane,WA,98001,206-555-0123,,https://sfcc.spokane.edu,,,,https://logo.clearbit.com/sfcc.spokane.edu,,,False,True,2026-03-06 03:41:36.749606,2026-03-06 03:41:36.749606,,133,,[],4.5,178.0
148,Bellevue Immigration Center,"Comprehensive immigration services and support for the Bellevue community. We provide guidance, resources, and direct assistance to those in need.",Immigration,"family,senior,veteran,student,adult,child,youth,individual,immigration,immigrant,refugee,asylum,citizenship",133 Community Way,Bellevue,WA,98001,206-555-0123,,https://www.nwirp.org,,,,https://logo.clearbit.com/nwirp.org,,,False,True,2026-03-06 03:41:36.849643,2026-03-06 03:41:36.849643,,164,,[],3.7,75.0
149,Everett Civil Rights Center,"Comprehensive civil rights services and support for the Everett community. We provide guidance, resources, and direct assistance to those in need.",Civil Rights,"family,senior,veteran,student,adult,child,youth,individual",134 Community Way,Everett,WA,98001,206-555-0123,,https://www.aclu-wa.org,,,,https://logo.clearbit.com/aclu-wa.org,,,False,True,2026-03-06 03:41:36.870526,2026-03-06 03:41:36.870526,,189,,[],4.6,264.0
150,Kent Criminal Justice Center,"Comprehensive criminal justice services and support for the Kent community. We provide guidance, resources, and direct assistance to those in need.",Criminal Justice,"family,senior,veteran,student,adult,child,youth,individual",135 Community Way,Kent,WA,98001,206-555-0123,,https://kingcounty.gov,,,,https://logo.clearbit.com/kingcounty.gov,,,False,True,2026-03-06 03:41:36.893601,2026-03-06 03:41:36.893601,,72,,[],4.3,148.0
151,Renton Family Law Center,"Comprehensive family law services and support for the Renton community. We provide guidance, resources, and direct assistance to those in need.",Family Law,"family,senior,veteran,student,adult,child,youth,individual",136 Community Way,Renton,WA,98001,206-555-0123,,https://www.nwjustice.org,,,,https://logo.clearbit.com/nwjustice.org,,,False,True,2026-03-06 03:41:36.91466,2026-03-06 03:41:36.91466,,196,,[],4.8,200.0
152,Vancouver Housing Law Center,"Comprehensive housing law services and support for the Vancouver community. We provide guidance, resources, and direct assistance to those in need.",Housing Law,"family,senior,veteran,student,adult,child,youth,individual,housing,shelter,rent,eviction,homeless",137 Community Way,Vancouver,WA,98001,206-555-0123,,https://www.columbianlegalservices.org,,,,https://logo.clearbit.com/columbianlegalservices.org,,,False,True,2026-03-06 03:41:36.938138,2026-03-06 03:41:36.938138,,191,,[],3.7,75.0
153,Olympia Citizenship Center,"Comprehensive citizenship services and support for the Olympia community. We provide guidance, resources, and direct assistance to those in need.",Citizenship,"family,senior,veteran,student,adult,child,youth,individual",138 Community Way,Olympia,WA,98001,206-555-0123,,https://www.nwirp.org,,,,https://logo.clearbit.com/nwirp.org,,,False,True,2026-03-06 03:41:36.96165,2026-03-06 03:41:36.96165,,86,,[],4.7,165.0
154,Bellingham Expungement Center,"Comprehensive expungement services and support for the Bellingham community. We provide guidance, resources, and direct assistance to those in need.",Expungement,"family,senior,veteran,student,adult,child,youth,individual",139 Community Way,Bellingham,WA,98001,206-555-0123,,https://www.nwjustice.org,,,,https://logo.clearbit.com/nwjustice.org,,,False,True,2026-03-06 03:41:37.002143,2026-03-06 03:41:37.002143,,79,,[],4.5,56.0
155,Seattle Domestic Violence Support Center,"Comprehensive domestic violence support services and support for the Seattle community. We provide guidance, resources, and direct assistance to those in need.",Domestic Violence Support,"family,senior,veteran,student,adult,child,youth,individual,domestic violence,abuse,crisis,safety",140 Community Way,Seattle,WA,98001,206-555-0123,,https://www.ywcaworks.org,,,,https://logo.clearbit.com/ywcaworks.org,,,False,True,2026-03-06 03:41:37.021642,2026-03-06 03:41:37.021642,,108,,[],3.6,283.0
156,Tacoma Financial Coaching Center,"Comprehensive financial coaching services and support for the Tacoma community. We provide guidance, resources, and direct assistance to those in need.",Financial Coaching,"family,senior,veteran,student,adult,child,youth,individual,financial,money,bills,debt,credit,emergency funds",141 Community Way,Tacoma,WA,98001,206-555-0123,,https://www.unitedwaypierce.org,,,,https://logo.clearbit.com/unitedwaypierce.org,,,False,True,2026-03-06 03:41:37.04167,2026-03-06 03:41:37.04167,,214,,[],4.0,288.0
157,Spokane Taxes Center,"Comprehensive taxes services and support for the Spokane community. We provide guidance, resources, and direct assistance to those in need.",Taxes,"family,senior,veteran,student,adult,child,youth,individual",142 Community Way,Spokane,WA,98001,206-555-0123,,https://www.unitedwayspokane.org,,,,https://logo.clearbit.com/unitedwayspokane.org,,,False,True,2026-03-06 03:41:37.066659,2026-03-06 03:41:37.066659,,88,,[],4.3,139.0
158,Bellevue Public Benefits Center,"Comprehensive public benefits services and support for the Bellevue community. We provide guidance, resources, and direct assistance to those in need.",Public Benefits,"family,senior,veteran,student,adult,child,youth,individual",143 Community Way,Bellevue,WA,98001,206-555-0123,,https://www.dshs.wa.gov,,,,https://logo.clearbit.com/dshs.wa.gov,,,False,True,2026-03-06 03:41:37.086101,2026-03-06 03:41:37.086101,,167,,[],3.8,100.0
159,Everett Debt & Credit Center,"Comprehensive debt & credit services and support for the Everett community. We provide guidance, resources, and direct assistance to those in need.",Debt & Credit,"family,senior,veteran,student,adult,child,youth,individual",144 Community Way,Everett,WA,98001,206-555-0123,,https://www.nwjustice.org,,,,https://logo.clearbit.com/nwjustice.org,,,False,True,2026-03-06 03:41:37.10544,2026-03-06 03:41:37.10544,,91,,[],3.8,145.0
160,Kent Emergency Financial Assistance Center,"Comprehensive emergency financial assistance services and support for the Kent community. We provide guidance, resources, and direct assistance to those in need.",Emergency Financial Assistance,"family,senior,veteran,student,adult,child,youth,individual,financial,money,bills,debt,credit,emergency funds,emergency",145 Community Way,Kent,WA,98001,206-555-0123,,https://www.hopelink.org,,,,https://logo.clearbit.com/hopelink.org,,,False,True,2026-03-06 03:41:37.125727,2026-03-06 03:41:37.125727,,122,,[],4.2,74.0
161,Renton Free Tax Prep (VITA) Center,"Comprehensive free tax prep (vita) services and support for the Renton community. We provide guidance, resources, and direct assistance to those in need.",Free Tax Prep (VITA),"family,senior,veteran,student,adult,child,youth,individual,free",146 Community Way,Renton,WA,98001,206-555-0123,,https://www.irs.gov,,,,https://logo.clearbit.com/irs.gov,,,False,True,2026-03-06 03:41:37.149304,2026-03-06 03:41:37.149304,,166,,[],4.2,27.0
162,Vancouver Social Security Center,"Comprehensive social security services and support for the Vancouver community. We provide guidance, resources, and direct assistance to those in need.",Social Security,"family,senior,veteran,student,adult,child,youth,individual",147 Community Way,Vancouver,WA,98001,206-555-0123,,https://www.ssa.gov,,,,https://logo.clearbit.com/ssa.gov,,,False,True,2026-03-06 03:41:37.169638,2026-03-06 03:41:37.169638,,166,,[],4.1,21.0
163,Olympia Identity Theft Center,"Comprehensive identity theft services and support for the Olympia community. We provide guidance, resources, and direct assistance to those in need.",Identity Theft,"family,senior,veteran,student,adult,child,youth,individual",148 Community Way,Olympia,WA,98001,206-555-0123,,https://www.atg.wa.gov,,,,https://logo.clearbit.com/atg.wa.gov,,,False,True,2026-03-06 03:41:37.195442,2026-03-06 03:41:37.195442,,71,,[],4.2,59.0
164,Bellingham Loans Center,"Comprehensive loans services and support for the Bellingham community. We provide guidance, resources, and direct assistance to those in need.",Loans,"family,senior,veteran,student,adult,child,youth,individual",149 Community Way,Bellingham,WA,98001,206-555-0123,,https://www.nwcu.com,,,,https://logo.clearbit.com/nwcu.com,,,False,True,2026-03-06 03:41:37.213301,2026-03-06 03:41:37.213301,,171,,[],4.6,156.0
165,Seattle Parenting Support Center,"Comprehensive parenting support services and support for the Seattle community. We provide guidance, resources, and direct assistance to those in need.",Parenting Support,"family,senior,veteran,student,adult,child,youth,individual",150 Community Way,Seattle,WA,98001,206-555-0123,,https://www.parenttrust.org,,,,https://logo.clearbit.com/parenttrust.org,,,False,True,2026-03-06 03:41:37.237517,2026-03-06 03:41:37.237517,,213,,[],4.1,25.0
166,Tacoma Youth Services Center,"Comprehensive youth services services and support for the Tacoma community. We provide guidance, resources, and direct assistance to those in need.",Youth Services,"family,senior,veteran,student,adult,child,youth,individual,teen,teenager,young adult",151 Community Way,Tacoma,WA,98001,206-555-0123,,https://www.cityoftacoma.org,,,,https://logo.clearbit.com/cityoftacoma.org,,,False,True,2026-03-06 03:41:37.257658,2026-03-06 03:41:37.257658,,204,,[],4.3,60.0
